Title,Company,Experience,Salary,Location,Skills,Posting_Date,Job_Description,Job_URL
Data Scientist 1,Paypal,8-12 Yrs,Not disclosed,Bengaluru,"data science, Analytical, Consulting, Machine learning, Hypothesis Testing, Customer engagement, Analytics, SQL",16 Days Ago,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.
We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.
Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do - and they push us to ensure we take care of ourselves, each other, and our communities.
Job Description Summary:
What you need to know about the role

We are looking for a strong Data Scientist who is experienced at supporting new product launches and optimization through experimentation

Meet our team

The Shopping & Loyalty team is passionate about making PayPal the most rewarding way to pay. We are in the journey of building a global loyalty program that aims to drive customer engagement, loyalty and PayPal selection rate. You will be part of a team that supports the global expansion and measurement of the program.
Job Description:
Your way to impact
We are seeking exceptional problem solvers with a passion for data insights and relentless focus on execution.
You are curious and inquisitive: love digging into data and uncovering insights
You are hyper-analytical and intellectually honest, truly believing in data-driven decisions and communicating your ideas through storytelling
You are familiar with data science and machine learning techniques to improve product experiences
You are a highly motivated, result-oriented self-starter, enjoy working in a fast-pace environment, and can deliver successful results with minimal guidance
You are a fun-loving, adventurous team player
Your day to day
Support new product launches by designing and conducting experiments that drive rapid iteration of the product
Perform deep dive analyses on key business trends from multiple perspectives and package the insights into easily consumable presentations
Make data visually appealing and simple to both navigate and comprehend for end-users
Identify key business levers, establish cause & effect, and communicate key findings to various stakeholders to facilitate data driven decision-making
Engage in problem solving with Product, Finance, Marketing, and various other teams to determine performance trends and root causes.
Establish close relationships with stakeholders to anticipate & answer questions that might be asked by executives
What do you need to bring
B.S. in a quantitative field (math, statistics, computer science, or similar STEM fields), advanced degrees a plus
4+ year of data science, analytics, or consulting experience
Hands-on experience in designing and evaluating complex A/B test
Understanding of hypothesis testing and causal inference analysis
Experience influencing product strategy through analyses and data-centric presentations
Experience with at least one querying language (e.g. SQL) and/or one scripting language (e.g. Python), comfortable with working with large, complex, and potentially messy datasets
Strong interpersonal and communication skills
Ability to act as a thought partner and interact cross-functionally
Experience with visualization tools such as Tableau a plus, experience with building machine learning models a plus
Additional Job Description:
Subsidiary:
PayPal
Travel Percent:
0
For the majority of employees, PayPals balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.
Our Benefits:
We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com .
Who We Are:
Click Here to learn more about our culture and community.
Commitment to Diversity and Inclusion
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. .
Belonging at PayPal:
Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.
Any general requests for consideration of your skills, please Join our Talent Community .
We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don t hesitate to apply.",https://www.naukri.com/job-listings-data-scientist-1-paypal-holdings-inc-bengaluru-8-to-12-years-100125505335
Data Scientist,Paypal,8-12 Yrs,Not disclosed,Bengaluru,"Statistical programming, Data analysis, Payment processing, Analytical, Continuous improvement, Business solutions, Teradata, Analytics",16 Days Ago,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.
We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whether they are online or in person. PayPal is more than a connection to third-party payment networks. We provide proprietary payment solutions accepted by merchants that enable the completion of payments on our platform on behalf of our customers.
Our beliefs are the foundation for how we conduct business every day. We live each day guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Together, our values ensure that we work together as one global team with our customers at the center of everything we do - and they push us to ensure we take care of ourselves, each other, and our communities.
Job Description Summary:
What you need to know about the role:

The Global Analytics and Data Science team is seeking a Data Scientist to join us as an exceptional problem solver with a passion for data insights and a relentless execution focus.

Meet our Team:
The Payment Analytics and ML team is responsible to find opportunities and gaps in customer experience, product flows, payment processing using statistical methods to strategize Product roadmap. This team empowers senior leadership with actionable insights for informed, data-driven decisions.
Job Description:
You way to Impact:
We are seeking a dynamic Data Scientist to take the lead in advancing our SMB Payment Products. This pivotal role places you at the core of our mission, providing an exciting opportunity to engage in a high-energy setting. You will oversee data science projects focused on enhancing products tailored for the SMB sector, significantly influencing PayPals capacity to deliver seamless payment experiences to millions of users globally. Join us to make a tangible impact on our innovative payment solutions.
Your day to day:
Data Analysis and Decision Making:
Utilize large, complex datasets to drive improvements in Products used by SMB segment.
Employ advanced analytical and statistical techniques to identify trends, issues, and opportunities.
Perform deep-dive analytics including Causal Inference analysis, Pre-Post analysis, Sensitivity analysis, financial projections, and additional ad-hoc exercises to provide holistic recommendations.
Strategic Influence: Develop and present insights and strategic recommendations to Product and Data Science leadership. Influence product direction and strategic decisions through data-driven insights.
Collaboration and Communication: Work closely with cross-functional teams, including product development, engineering, and marketing to implement data-driven improvements. Occasionally collaborate with merchants to optimize their authorization processes. Mentor junior team members .
Innovation and Improvement: Lead initiatives to refine existing processes and develop new approaches to business challenges. Promote a culture of continuous improvement and testing.
What do you need to bring:
7+ years of experience in analyzing multi-dimensional datasets and creating actionable business solutions.
Strong educational background with a Bachelor s/Master s degree in Analytics, Engineering, Computer Science, Economics, Statistics, Mathematics, or a related quantitative discipline.
Expertise in SQL, Excel, and visualization tools such as Tableau or Qlikview. Proficiency in a statistical programming language like R or Python is preferred.
Demonstrable experience with big data technologies such as Teradata, Hadoop/Hive, and BigQuery.
Knowledge of Python, Jupyter Notebooks, and SQL.
Exceptional communication skills to effectively articulate insights and influence cross-functional teams.
Prior experience in performing data science to fuel insights to drive Product within a high-tech environment.
Personal Attributes:
A data-driven decision maker, passionate about solving complex problems using analytical solutions.
A self-starter who is motivated to take initiative and thrive in a fast-paced environment.
A fun-loving team player who brings energy and enthusiasm to the workplace.
Comfortable with ambiguity and uncertainty in a dynamic business landscape.
Additional Job Description:
Subsidiary:
PayPal
Travel Percent:
0
For the majority of employees, PayPals balanced hybrid work model offers 3 days in the office for effective in-person collaboration and 2 days at your choice of either the PayPal office or your home workspace, ensuring that you equally have the benefits and conveniences of both locations.
Our Benefits:
We have great benefits including a flexible work environment, employee shares options, health and life insurance and more. To learn more about our benefits please visit https://www.paypalbenefits.com .
Who We Are:
Click Here to learn more about our culture and community.
Commitment to Diversity and Inclusion
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state, or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. .
Belonging at PayPal:
Our employees are central to advancing our mission, and we strive to create an environment where everyone can do their best work with a sense of purpose and belonging. Belonging at PayPal means creating a workplace with a sense of acceptance and security where all employees feel included and valued. We are proud to have a diverse workforce reflective of the merchants, consumers, and communities that we serve, and we continue to take tangible actions to cultivate inclusivity and belonging at PayPal.
Any general requests for consideration of your skills, please Join our Talent Community .
We know the confidence gap and imposter syndrome can get in the way of meeting spectacular candidates. Please don t hesitate to apply.",https://www.naukri.com/job-listings-data-scientist-paypal-holdings-inc-bengaluru-8-to-12-years-100125505334
Data Scientist & ML developer,Response Informatics,4-8 Yrs,Not disclosed,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai","Telecom, Linux, Neural networks, Consulting, Machine learning, Data collection, Telecom OSS, Windows",16 Days Ago,"Data Collection: Gathering and analyzing data from different source systems (databases, spreadsheets, etc.) and ensure it is accurate, complete, and usable for predictions.
Data Analysis : Analyzing datasets to uncover patterns, trends, correlations, and anomalies.
Modeling & Algorithms : Developing machine learning models (supervised, unsupervised, reinforcement learning, etc.) to solve specific business problems, such as predicting customer expected recommendations,
Present data insights and model outcomes in an easily understandable format using charts, graphs, and dashboards.
Deployment & Monitoring: Implementing machine learning models into production systems and monitoring their performance over time.
Analyze provided data and develop, train, and deploy machine learning models into production environments.
Hands on Experience on Data analysis and Machine learning Algorithms with real use cases implemented in different commercial systems.
Preferably having knowledge in telecom OSS domain especially CM area
Development and deployment experience on Linux and Windows platforms
Working closely with customer and local teams to understand the problem space, gather requirements, and communicate findings.
Strong design, implementation, and debug skills.
Acts as a mentor for team members
Good communication and team working skills
Required Qualifications: (Education, Technical Skills/Knowledge)
Bachelor or Master degree in CSE/ECE/EEE/EI/IT
4 to 8 years software consulting experience (implementing enterprise software solutions for customers) including direct customer contact
Proficiency in Python, Postgres, SQL etc. Python with expertise in Pandas, NumPy, Scikit-learn.
Data Manipulation & Analysis: Strong skills in data analysis, and identifying uncovered patterns and trends transforming data using tools like Pandas.
Machine Learning: Experience with various machine learning algorithms (e.g., regression, decision trees, random forests, Bayesian, neural networks, etc.) and the ability to select the right approach based on the problem.
Mathematics & Statistics: Good to have understanding of probability, statistics, and linear algebra for building models and interpreting results.
Ability to use tools like Matplotlib for presenting results
Develop and design python programs, fastAPI based micro services based on customer requirements.
Knowledge and experience with the professional services project lifecycle (scoping, requirements, construction, QA/test)
Experience in Telecom SW Domain
Strong written and verbal communications skills",https://www.naukri.com/job-listings-data-scientist-ml-developer-response-informatics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-8-years-100125504619
Data Scientist 1,Xoom,4-7 Yrs,Not disclosed,"Bengaluru, Chennai","Computer science, data science, Analytical, Consulting, Machine learning, Hypothesis Testing, Wellness, Customer engagement",17 Days Ago,"We are seeking exceptional problem solvers with a passion for data insights and relentless focus on execution.
You are curious and inquisitive love digging into data and uncovering insights
You are hyper-analytical and intellectually honest, truly believing in data-driven decisions and communicating your ideas through storytelling
You are familiar with data science and machine learning techniques to improve product experiences
You are a highly motivated, result-oriented self-starter, enjoy working in a fast-pace environment, and can deliver successful results with minimal guidance
You are a fun-loving, adventurous team player
Your day to day
Support new product launches by designing and conducting experiments that drive rapid iteration of the product
Perform deep dive analyses on key business trends from multiple perspectives and package the insights into easily consumable presentations
Make data visually appealing and simple to both navigate and comprehend for end-users
Identify key business levers, establish cause & effect, and communicate key findings to various stakeholders to facilitate data driven decision-making
Engage in problem solving with Product, Finance, Marketing, and various other teams to determine performance trends and root causes.
Establish close relationships with stakeholders to anticipate & answer questions that might be asked by executives
What do you need to bring
B.S. in a quantitative field (math, statistics, computer science, or similar STEM fields), advanced degrees a plus
4+ year of data science, analytics, or consulting experience
Hands-on experience in designing and evaluating complex A/B test
Understanding of hypothesis testing and causal inference analysis
Experience influencing product strategy through analyses and data-centric presentations
Experience with at least one querying language (e.g. SQL) and/or one scripting language (e.g. Python), comfortable with working with large, complex, and potentially messy datasets
Strong interpersonal and communication skills
Ability to act as a thought partner and interact cross-functionally
Experience with visualization tools such as Tableau a plus, experience with building machine learning models a plus",https://www.naukri.com/job-listings-data-scientist-1-xoom-inc-chennai-bengaluru-4-to-7-years-100125503754
Data Scientist,Wipro,6-11 Yrs,Not disclosed,"Bengaluru, Pune","Denodo, Data modeling, Scala, Python, SQL, Tensorflow, PyTorch, Data",17 Days Ago,"Primary Skills (Must have skills):
Python: Proficiency in Python for data analysis, machine learning, and statistical modeling.
Scala: Experience with Scala for big data processing and functional programming.
SQL: Strong SQL skills for database querying and data manipulation.
Data Modeling: Expertise in designing and implementing data models to support analytics and reporting.
Secondary Skills (Good to have skills):",https://www.naukri.com/job-listings-data-scientist-wipro-pune-bengaluru-6-to-11-years-100125015358
Data Scientist,Gsparks Technology Services,3-5 Yrs,15-20 Lacs PA,"Bengaluru, Hyderabad, Chennai","R, Machine Learning, Statistics, Python, SQL, Data Visualization, Machine, Data",17 Days Ago,"Role: Data Scientist
Experience: 35 Years
Domain: IT/Analytics

Job Summary
We are looking for an experienced Data Scientist with 3–5 years of expertise in IT/Analytics to analyze and interpret complex datasets, develop predictive models, and provide actionable insights for driving business growth. The ideal candidate will possess advanced skills in Python, R, SQL, Machine Learning, Data Visualization, and Statistics. You will play a pivotal role in solving business challenges by leveraging data and collaborating with cross-functional teams.

Key Responsibilities:
Data Analysis & Strategy:
Perform deep-dive analysis to identify trends, patterns, and business opportunities.
Provide strategic insights and actionable recommendations based on data.
Predictive Modeling & Machine Learning:
Design, implement, and optimize machine learning models to solve complex business problems.
Continuously evaluate and improve model performance using robust validation techniques.
Data Management & Processing:
Manage and preprocess large datasets for analysis and modeling.
Develop and optimize SQL queries for data extraction and transformation.
Visualization & Reporting:
Create compelling visualizations and dashboards using Tableau, Power BI, or Python-based tools.
Present findings to stakeholders in clear and impactful ways.
Collaboration:
Work with stakeholders to gather requirements and understand business objectives.
Partner with engineering teams to integrate models into production systems.
Statistical Analysis:
Apply advanced statistical techniques to validate data findings and support predictive analysis.
Key Skills:
Advanced proficiency in Python and R for analytics and machine learning.
Strong SQL expertise for querying and managing complex databases.
Deep understanding of Machine Learning algorithms and frameworks (e.g., Scikit-learn, TensorFlow).
Expertise in Data Visualization tools (e.g., Tableau, Power BI, Matplotlib, Seaborn).
Strong foundation in Statistics and Probability.
Familiarity with big data technologies (e.g., Spark, Hadoop) is a plus.

Qualifications:
Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, or a related field.
3–5 years of experience in data science, analytics, or a similar role.
Demonstrated ability to deliver data-driven solutions to real-world business challenges.",https://www.naukri.com/job-listings-data-scientist-gsparks-technology-services-hyderabad-chennai-bengaluru-3-to-5-years-100125010410
Data Scientist,Siemens,5-10 Yrs,Not disclosed,Bengaluru,"Operations research, SAP, Version control, data science, Analytical, Machine learning, Business process management, Oracle",30+ Days Ago,"Understand customer challenges and suggest them actionable insights with clear business benefit of the proposed solution

Work with large, complex data sets and applying advanced analytical methods as needed

Develop deployable machine learning solutions that address the real root cause

Interact with multiple stakeholders (from different levels) and effectively present findings by exploiting visual displays of complex quantity information in a simplified way

Be the partner of choice regarding technology advisory for advanced analytics

Actively and proactively perform market/trend scouting to stay up to date on the state-of-the-a rt technologies.

You d describe yourself as:

Knowledge in advanced data analytics/data science

Have five years of relevant experience with data science/optimi zation/statist ical models

Bachelor s degree in a quantitative discipline (e.g., Statistics, Operations Research, B ioinformatics, Economics, Computational Biology, Compute Science, Mathematics, Physics, Electrical Engineering, Industrial Engineering) or related field

Understand the mathematics/op timization behind machine learning algorithms

Skilled in applying algorithmic models and are well acquainted with the properties and limits of a diverse set of established as well as state-of-the-a rt models, as well as validating the model results against the stated business objectives

Know-how on Extract, Transform and Load (ETL) of Big Data in enterprise environments (e.g., SAP, Oracle), cloud infrastructure (e.g., AWS, Azure), as well as familiarity of data architecture requirements and conceptual approaches for deploying algorithmic solutions in Big Data productive environments

Comfortable working in programming languages like SQL, Python and R, as well as with frameworks like Tensorflow and Keras; experience developing solutions in distributed teams using Version Control tools like GIT

Experience with cloud technologies: AWS Sagemaker, Lambda etc.

Stay abreast of new technologies in artificial intelligence and digitalization and seek creative ways of applying emerging and state-of-the-a rt algorithmic approaches in real world business applications

Outstanding analytical and conceptual skills and an entrepreneuria l mindset

Experience on collecting business requirements and traduce it into solution designs

Very good communication and presentation skills",https://www.naukri.com/job-listings-data-scientist-siemens-limited-bengaluru-5-to-10-years-091224504955
"Data Scientist - Python, AWS, Gen AI",Winning Edge,8-11 Yrs,Not disclosed,Bengaluru,"Python, Gen AI, PyTorch, AI research, AWS, React, TensorFlow, Artificial Intelligence",17 Days Ago,"Overall experience of 8-10 years of experience with 2 years preferred experience in AI research and development, with a focus on healthcare or life sciences applications.
Proven experience in designing and delivering AI solutions, with a focus on foundation models, large language models, or similar technologies. Experience in natural language processing (NLP) and text analytics is highly desirable.
Strong programming skills, with proficiency in Python, R and experience with AI
frameworks such as TensorFlow, PyTorch, or Hugging Face.
Familiarity with cloud platforms (e.g., AWS, Azure) and related services is a plus.
Preferred experience in Node/React to help build application around AI solutions.
Experience working with large datasets and performing data pre-processing, feature
engineering, and model evaluation.
Ability to understand customer needs and business objectives in Pharmaceutical domain preferably Clinical. Experience in working closely with clinical Statisticians/Study Builder/Study Designers and translating their requirements into effective AI solutions",https://www.naukri.com/job-listings-data-scientist-python-aws-gen-ai-edge-bengaluru-8-to-11-years-090125922655
Physical Data Scientist,Exxon Mobil Corporation,3-5 Yrs,Not disclosed,Bengaluru,"C++, Networking, Aerospace, Agile development, Training and Development, MATLAB, Operations, Petroleum",18 Days Ago,"What role you will play in our team

Develop, deploy, sustain and support software technologies for oilfield production optimization using data-driven or physics-based methods.
What you will do
Develop high quality software code (C#, Matlab, Python) using best practices for software development & agile methodologies.
Refactor legacy code & leverage testing frameworks to ensure sustainability and maintainability of the product
Collaborate with engineers and operators on global teams to understand business needs for technology development.
Collaborate with cross disciplinary team of SMEs and computational scientists to identify opportunities & build solutions for upstream oil and gas business.
About You
Skills and Qualifications
Master s degree from a recognized university in Petroleum / Chemical / Mechanical / Civil / Aerospace or any other engineering disciplines with minimum GPA 7.0
Minimum 3 years of experience in Oil & Gas Industry
Experience with mathematical modeling, scientific computing and numerical methods
Experience with programming/scripting languages like C++/C# or Matlab/Python
Preferred Qualifications / Experience
Experience with Agile development practices is a plus
Experience with Azure Cloud and Databricks is a plus
Experience with oil & gas industry",https://www.naukri.com/job-listings-physical-data-scientist-exxon-mobil-corporation-bengaluru-3-to-5-years-090125505814
Data Scientist,3SC,3-7 Yrs,Not disclosed,"Bengaluru, Pune, Gurugram","Time Series Analysis, Operations Research, Time Series, Demand Forecasting, Data Science, NLP, Gurobi, LLM",17 Days Ago,"Job Title- Data Scientist
Job Responsibilities:
Identify valuable data sources and automate collection processes.
Undertake pre-processing of structured and unstructured data
Very good experience in Time Series Forecasting.
Analyze large amounts of information to discover trends and patterns.
Build predictive models and machine-learning algorithms.
Combine models through ensemble modelling.
Present information using data visualization techniques.
Propose solutions and strategies to business challenges.
Research and develop statistical learning models for data analysis.
Collaborate with product management and engineering departments to understand company needs and devise possible solutions.
Keep up to date with latest technology trends.
Communicate results and ideas to key decision makers.
Implement new statistical or other mathematical methodologies as needed for specific models or analysis.
Optimize joint development efforts through appropriate database use and project design.
Qualifications:
Bachelors degree in computer science, Statistics, Applied Math, Engineering or relevant field, graduate degree.
in Data Science or another quantitative field is preferred
3-8 years’ practical experience as a Data Scientist or Data Analyst
Experience with programming languages such as Java/Python an asset
Understanding of machine-learning and operations research
Deep Knowledge of SQL and Python; familiarity with Scala, Java or C++ is an asset.
Experience using business intelligence tools (e.g., Tableau) and data frameworks (e.g., Hadoop)
Analytical mind and business acumen
Strong math skills (e.g., statistics, algebra)
Extensive background in data mining and statistical analysis
Able to understand various data structures and common methods in data transformation.
Excellent pattern recognition and predictive modelling skills
Problem-solving aptitude
Excellent communication and presentation skill",https://www.naukri.com/job-listings-data-scientist-3sc-pune-gurugram-bengaluru-3-to-7-years-090125021336
Data Scientist with GenAI,Mirafra,3-6 Yrs,9-16 Lacs PA,Hybrid - Bengaluru(Whitefield),"GenAI, RAG, GenerativeAI, Data Scientist, LLM, Machine Learning, Python, Data",18 Days Ago,"We are looking for Data scientist with experience in GenAI(RAG) who can join within 15days

Experience: 3 to 6years
Location: Bangalore

Job Requirement:
Hands on experience in GenAI
Build an end-to-end RAG backend solution",https://www.naukri.com/job-listings-data-scientist-with-genai-mirafra-bengaluru-3-to-6-years-090125007320
Data Scientist,Amlgo Labs,6-11 Yrs,Not disclosed,Bengaluru,"Natural Language Processing, LLM, Deep Learning, Computer Vision, Python, Tensorflow, Cnn, Lstm",18 Days Ago,"Detailed JD:
B.E./ B. Tech / M. Tech/ MCA in computer science, artificial intelligence, or a related field
• 6+ years of IT experience with a min of 4+ years in Data Science (AI/ML)
• Strong programming skills in Python
• Experience with deep learning frameworks (e.g., TensorFlow, PyTorch)
• Hands-on AI/ML modeling experience of complex datasets combined with a strong understanding of the theoretical foundations of Aresearch-orientedented).
• Expertise in most of the following areas: supervised & unsupervised learning, deep learning, reinforcement learning, federated learning, time series forecasting, Bayesian statistics, and optimization.
• Hands-on expein designing design, and optimizing LLM, natural language processing (NLP) systems, frameworks, and tools.
• Building RAG application independently using available open source LLM models.
• Comfortable working in the cloud and high-performance computing environments (e.g., AWS/Azure/GCP, Databricks).
Note: SLCA, we need person with both strong technical skills and communicate with stakeholders.",https://www.naukri.com/job-listings-data-scientist-amlgo-labs-bengaluru-6-to-11-years-090125004118
Data scientist,Aikaan Labs,4-6 Yrs,Not disclosed,Bengaluru,"Academic Research, Networking, Machine learning, Data collection, Hypothesis Testing, Programming, Regression analysis, Data mining",30+ Days Ago,"We are looking for a data scientist who will help us discover meaningful insights from vast amounts of systems and operational data, and help our customers make smarter decisions on managing and operating edge computing applications. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high-quality prediction & anomaly detection systems integrated with edge computing platforms.
Your Responsibilities
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Creating automated anomaly detection and constant performance tracking systems for Edge Computing Applications
Design and implementing metrics that help clients visualize system health and derive actionable insights .
Hypothesize and validate models that capture systems behavior.
Skills and Qualifications
[4]+ years of relevant industry experience in DataScience and Machine learning.
Programming experience in Python including numpy, scipy, pandas, tensorflow/keras and other ecosystems around Machine Learning tools.
Strong working knowledge of data science algorithms: Association rules, Clustering, Regression Analysis, Time Series Modeling, Hypothesis Testing, Deep Learning etc.
Data exploration and visualization.
Aptitude to explore and apply the latest trends from academic research in solving industry problems.
Candidates with background on networking technology, systems programming are encouraged
Knowledgeable in deploying computational models at scale are encouraged
Experience with large datasets and MapReduce ecosystem are encouraged",https://www.naukri.com/job-listings-data-scientist-aikaan-labs-pvt-ltd-bengaluru-4-to-6-years-081124502623
Data Scientist,Bright Vision Technologies,2-5 Yrs,Not disclosed,Bengaluru,"advanced analytics, data manipulation, Machine learning, Programming, Data processing, data visualization, Open source, SQL",18 Days Ago,"Bright Vision Technologies has an immediate Full-time opportunity for Data Scientist

Job Role: Data Scientist
Job Type: Full Time

Candidates Looking for Visa sponsorship and willing to relocate to USA are encouraged to apply.

About Bright Vision Technologies: Bright Vision Technologies is a rapidly expanding technology company specializing in innovative data-driven solutions. We are dedicated to leveraging advanced analytics and machine learning to drive insights and create value for our clients. We are currently seeking a skilled Data Scientist to join our dynamic team and contribute to the success of our data-driven projects.

As a Data Scientist at Bright Vision Technologies, you will be responsible for analyzing complex datasets, developing statistical models, and applying machine learning algorithms to extract valuable insights and solve challenging business problems. You will collaborate with cross-functional teams to identify data-driven opportunities, develop predictive models, and drive the implementation of data-driven solutions.

Responsibilities:
Analyze large and complex datasets to identify patterns, trends, and insights
Develop statistical models and machine learning algorithms to solve business problems
Collaborate with cross-functional teams to understand project requirements and deliver data-driven solutions
Apply data cleaning, preprocessing, and feature engineering techniques
Evaluate and validate models performance and accuracy
Communicate findings and insights to technical and non-technical stakeholders
Stay up-to-date with the latest trends, algorithms, and advancements in data science and machine learning
Continuously improve data science methodologies and processes within the organization

Requirements:
Proven experience as a Data Scientist or similar role
Strong proficiency in programming languages such as Python or R
Solid understanding of statistics and mathematical concepts relevant to data science
Experience with data visualization and reporting tools
Knowledge of machine learning algorithms and techniques
Familiarity with data manipulation and analysis using SQL
Strong problem-solving and analytical skills
Excellent communication and presentation skills
Ability to work in a fast-paced and collaborative environment

Preferred Qualifications:
Masters or Ph.D. degree in Data Science, Computer Science, Statistics, or a related field
Experience with deep learning frameworks, such as TensorFlow or PyTorch
Knowledge of big data processing technologies (e.g., Hadoop, Spark)
Familiarity with cloud-based data platforms (e.g., AWS, Azure, Google Cloud Platform)
Experience with data engineering and data preprocessing techniques
Publications or contributions to the data science community (e.g., research papers, open-source projects)

Join the Bright Vision Technologies team and be part of an exciting journey to unlock the potential of data-driven insights. As a Data Scientist, you will have the opportunity to work on challenging projects, collaborate with talented professionals, and contribute to the growth and success of our organization.
To apply, please submit your resume, portfolio, and any relevant projects or publications showcasing your expertise in data science and machine learning. We look forward to reviewing your application and exploring the potential of working together to create exceptional data-driven solutions.

At BVTeck, we are committed to providing equal employment opportunities and fostering an inclusive work environment. We encourage applications from all qualified individuals regardless of race, ethnicity, religion, gender identity, sexual orientation, age, disability, or any other protected status. If you require accommodations during the recruitment process, please let us know.",https://www.naukri.com/job-listings-data-scientist-bright-vision-technologies-bengaluru-2-to-5-years-080125504469
Data Scientist Associate Asset and Wealth Management Risk,JPMorgan Chase Bank,2-7 Yrs,Not disclosed,Bengaluru,"Front office, Wealth management, Risk analytics, Analytical, Machine learning, Performance testing, Risk management, SQL",18 Days Ago,"As Data Scientist Associate Asset and Wealth Management Risk in our AWM Risk team you will be a senior members of our team to embark on a journey of innovation to introduce and scale up data-driven risk analytics solutions through data science and machine learning techniques to transform our operations and business processes, strengthening the core value proposition of our system and expanding flexible analytical capabilities for the growth of Newton s platform.
JPMorgan Asset & Wealth Management Risk (AWM) is seeking a dynamic Risk professional with quantitative analysis skills to join our AWM Risk Analytics team. This team, a part of AWM Risk Management, is a diverse group of innovative quantitative and market risk-oriented professionals. Our responsibility is to develop and maintain risk measurement methodologies and perform analytics calculations. We also own and continuously develop the AWM Risk System (Newton) used by AWM Risk Management and Front Office stakeholders.
Job responsibilities
Work with peers and stakeholders to identify use cases and opportunities for Data Science to create value. Use your knowledge of Computer Science, Statistics, Mathematics and Data Science techniques to provide further insights into security and portfolio risk analytics.
Lead continuous improvements in our adopted AI/ML and statistical technics used in our data and analytics validation process.
Collaborate, design, and deliver solutions that are flexible and scalable using the firm s approved new technologies and tools, such as AI and LLMs. Use citizen developer journey platform to find efficiencies in our processes.
Contribute to the analysis of new and large data sets and assist with their onboarding, following our best practice data model and architecture using big data platforms.
Contribute to the research and enhancement of the risk methodology for AWM Risk Analytics. The methodology covers sensitivity, stress, VaR, factor modeling, and Lending Value pricing for investment (market), counterparty (credit), and liquidity risk.
Required qualifications, capabilities, and skills
2+ years experience as a Data Scientist or in an adjacent quantitative role.
A quantitative, technically proficient individual who is detail-oriented, able to multi-task, and work independently.
Excellent communication skills.
A strong understanding of statistics, applied AI/ML techniques, and a practical problem-solving mindset.
Knowledge in modular programming in SQL, Python, ML, AWS Sagemaker, TensorFlow or alike.
Preferred qualifications, capabilities, and skills
Practical experience in financial markets in a quantitative analysis/research role within Risk Management, a Front Office role, or equivalent is a plus.
Knowledge of asset pricing, VaR backtesting techniques, and model performance testing is a plus.
A degree in a quantitative or technology field (Economics, Maths/Statistics, Engineering, Computer Science or equivalent) is preferred.",https://www.naukri.com/job-listings-data-scientist-associate-asset-and-wealth-management-risk-jpmorgan-chase-bengaluru-2-to-7-years-080125503567
