Title,Company,Experience,Salary,Location,Skills,Posting_Date,Job_Description,Job_URL
Data Scientist,GE India Ltd,0-7 Yrs,Not disclosed,Bengaluru,"Computer science, data cleansing, Process optimization, Process control, Machine learning, Data quality, Asset management, Stakeholder management",23 Days Ago,"Job Description Summary The Data Scientist will work in teams addressing statistical machine learning and data understanding problems in a commercial technology and consultancy development environment. In this role you will contribute to the development and deployment of modern machine learning operational research semantic analysis and statistical methods for finding structure in large data sets.
Job Description
Roles and Responsibilities
As a Data Scientist you will be part of a data science and cross-disciplinary team on commercially-facing development projects typically involving large complex data sets. These teams may typicallyinclude statisticians computer scientists software developers engineers services teams solution architects software architects product managers and end users working in concert with partners in GE business units. Potential application areas include but may not be limited to remote monitoring and diagnostics across infrastructure and industrial sectors process and operations optimization and asset management.
In this role you will:
- Develop analytics within well-defined projects to address customer needs and opportunities.
- Work alongside data scientists software developers and software engineers to translate algorithms into commercially viable products and services.
- Work in technical teams in development deployment and application of applied analytics predictive analytics and prescriptive analytics.
- Perform exploratory and targeted data analyses using descriptive statistics and other methods.
- Work with data engineers on data quality assessment data cleansing and data analytics
- Generate reports annotated code and other projects artifacts to document archive and communicate your work and outcomes.
- Share and discuss findings with team members.
Education Qualification
Bachelor's Degree in Computer Science or u201CSTEMu201D Majors (Science Technology Engineering and Math) with basic experience.
Desired Characteristics
- Demonstrated skill in the use of one or more analytic software tools or languages (minimum: Python optional: R)
- Demonstrated skill at data cleansing data quality assessment and using analytics for data assessment
- Demonstrated skill in the use of applied analytics descriptive statistics and predictive analytics on industrial datasets
- Demonstrated awareness of using/applying/deploying GENAI in industrial settings
- Demonstrated awareness of Advanced Process Control & Process Optimization in industrial settings

Technical Expertise:
- Demonstrated awareness of feature extraction and real-time analytics methods
- Demonstrated awareness of analytic prototyping analytic scaleup analytic scaling and solutions integration

Domain Knowledge:
- Demonstrated awareness of industry and technology trends in data science
- Demonstrated awareness of customer and stakeholder management and business metrics

Leadership:
- Demonstrated awareness of how to function in a team setting
- Demonstrated awareness of critical thinking and problem solving methods
- Demonstrated awareness of presentation skills

Personal Attributes:
- Demonstrated awareness of how to leverage curiosity and creativity to drive business impact
Note

This Job Description is intended to provide a high level guide to the role. However it is not intended to amend or otherwise restrict/expand the duties required from each individual employee as set out in their respective employment contract and/or as otherwise agreed between an employee and their manager.
Additional Information
Relocation Assistance Provided: Yes",https://www.naukri.com/job-listings-data-scientist-ge-india-ltd-bengaluru-0-to-7-years-200125500337
Data Scientist,Diensten Tech Limited,4-6 Yrs,Not disclosed,Bengaluru,"data science, Science, Data",30+ Days Ago,"Diensten Tech Limited is looking for Data Scientist to join our dynamic team and embark on a rewarding career journey
Undertaking data collection, preprocessing and analysis
Building models to address business problems
Presenting information using data visualization techniques
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams",https://www.naukri.com/job-listings-data-scientist-diensten-tech-limited-bengaluru-4-to-6-years-181224501933
Data Scientist - Security,Zoom Start India,2-3 Yrs,Not disclosed,Bengaluru,"Interpersonal skills, GCP, SOC, Machine learning, Programming, Data analytics, Oracle, big data",30+ Days Ago,"As a Data Scientist in security, you will design and develop data-driven solutions to handle threat detection problems for Zoom s corporate and production environments. You will partner with InfoSec teams to get the right security data sources in place, and build analytics models to reduce noise and identify anomalies with low noise.
About the Team
The mission of the Detection and Analytics Engineering (DAE) team is to develop and improve threat defense capabilities to protect Zoom from internal and external cyber-attacks. As a part of Zoom s Detection and Response (D&R) organization, DAE collaborates with teams such as Security Monitoring and Logging, Threat Intel, SOC, Incident Response and Offensive Security.
What we re looking for
Have five or more years of experience in data analytics (with two to three years of experience in cybersecurity
Demonstrate proficiency in one or more of the programming languages: Python, Scala, Java or R
Experience with data analytics and machine learning libraries such as Pandas and Scikit-learn
Experience with big data frameworks such as Hadoop and Spark
Show a basic understanding of threats and attacks targeting the cloud environment (AWS, Oracle, GCP, etc.) and familiarity with endpoint and networklevel analysis
Demonstrate excellent communication and interpersonal skills.",https://www.naukri.com/job-listings-data-scientist-security-zoom-start-india-bengaluru-2-to-3-years-181024503846
"Data Scientist- Python, AWS, Gen AI",Winning Edge,8-11 Yrs,Not disclosed,Bengaluru,"Tensorflow, Pytorch, R, NLP, Python, Azure, HuggingFace, AWS",24 Days Ago,"Overall experience of 8-10 years of experience with 2 years preferred experience in AI research and development, with a focus on healthcare or life sciences applications.
Proven experience in designing and delivering AI solutions, with a focus on foundation models, large language models, or similar technologies. Experience in natural language processing (NLP) and text analytics is highly desirable.
Strong programming skills, with proficiency in Python, R and experience with AI
frameworks such as TensorFlow, PyTorch, or Hugging Face.
Familiarity with cloud platforms (e.g., AWS, Azure) and related services is a plus.
Preferred experience in Node/React to help build application around AI solutions.
Experience working with large datasets and performing data pre-processing, feature
engineering, and model evaluation.
Ability to understand customer needs and business objectives in Pharmaceutical domain preferably Clinical. Experience in working closely with clinical Statisticians/Study Builder/Study Designers and translating their requirements into effective AI solutions",https://www.naukri.com/job-listings-data-scientist-python-aws-gen-ai-edge-bengaluru-8-to-11-years-180125906912
Data Scientist,Inclusive Minds,3-8 Yrs,Not disclosed,"Bengaluru, Delhi / NCR","Natural Language Processing, Machine Learning, Data Science, Statistical Modeling, Python, Predictive Modeling, Logistic Regression, Hadoop",24 Days Ago,"About Us -
We are a premier political consulting firm in India, leveraging data-driven insights and innovative strategies to empower political campaigns, shape public opinion, and drive impactful decision-making. Our team thrives at the intersection of politics, analytics, and technology, offering unmatched expertise to our clients.

We are looking for a dynamic Data Scientist cum Data Analyst to join our team and contribute to transforming raw data into actionable insights that influence political strategies and decision-making processes.

Key Responsibilities:
Data Analysis & Reporting:
Analyze large datasets from various sources, including voter demographics, election results, polling data, and public sentiment.
Develop dashboards and visualizations to present insights to clients and internal stakeholders.
Conduct post-poll and pre-poll analyses to derive actionable insights. Data Cleaning & Preparation:
Perform data wrangling and preprocessing to ensure data integrity and usability.
Handle missing data, inconsistencies, and format transformations for analytics purposes. Predictive Modeling & Machine Learning:
Develop and implement predictive models to forecast election outcomes, voter behavior, and public sentiment trends.
Build recommendation systems for targeted campaigns based on voter segmentation. Statistical Analysis & Insights Generation:
Apply statistical methods to understand voting patterns, demographic trends, and campaign impact.
Conduct A/B testing for campaign strategies and analyze the results to optimize effectiveness. Sentiment Analysis & Social Media Insights:
Analyze social media data to gauge public sentiment and identify key influencers.
Utilize natural language processing (NLP) techniques for text and sentiment analysis on political speeches, manifestos, and social media content. Collaboration & Stakeholder Management:
Work closely with political analysts, campaign managers, and tech teams to align data insights with strategic objectives.
Present findings in a clear, concise manner to non-technical stakeholders. Data Strategy & Innovation:
Identify and integrate new data sources to enhance analytics capabilities.
Stay updated with the latest tools, technologies, and trends in data science and analytics.
Required Skills:
Analytical aptitude:- Knowledge of statistics, mathematical modelling, pattern recognition and problem solving.
Data Manipulation & Visualisation: Excel, Python, SQL and Power BI.
Machine Learning: Familiarity with basic machine learning techniques for forecasting, clustering, etc..
Big Data Tools: Exposure to Hadoop, Spark, or similar technologies.
Natural Language Processing (NLP): Experience with libraries like NLTK, spaCy, or Hugging Face.
Communication skills: Clear communication, stakeholder/team management.

Preferred Qualifications:
Experience with GenAI- Building end to end small scale GenAI projects- Langgraph, openai, hugging face, ollama, sloth, bitsandbytes etc..
Experience with any backend framework like FastAPI, Uvicorn, etc..
Experience with any frontend frameworks like Flask, Django, React, etc..

What We Offer:
Opportunity to influence political campaigns and strategies using data-driven insights.
Exposure to cutting-edge technologies and methodologies in data science and analytics.
A fast-paced, intellectually stimulating environment.
Competitive salary and performance-based incentives.",https://www.naukri.com/job-listings-data-scientist-inclusive-minds-bengaluru-delhi-ncr-3-to-8-years-180125009111
Data Scientist - Marketing,Eleven Labs,2-6 Yrs,Not disclosed,"Bengaluru, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai","B2B, B2C, Management systems, Analytical, Manager Technology, Marketing operations, Business modeling, Analytics",25 Days Ago,"We re looking for an experienced, hands-on Data Scientist to lead analytics and operations for our paid marketing efforts. This role is central to significantly scaling our reach across digital and traditional paid marketing channels and platforms, ensuring our investments in paid marketing are driving measurable business outcomes.
In this role you will:
Own our marketing measurement strategy - from attribution modeling to incrementality testing - ensuring we have a crystal-clear view of what drives performance across our marketing mix.
Build and optimize dynamic LTV models that power our spend decisions, helping us target the right customers and maximize ROI across both B2B and B2C segments.
Create intuitive dashboards and reporting systems that track campaign performance and uncover optimization opportunities across digital and traditional channels.
Conduct detailed analysis to uncover trends, opportunities, and areas for optimization.
Work with engineering to drive automation and efficiency by procuring, implementing and managing our MarTech stack, including our marketing automation and tag management systems that scale our marketing operations.
Who you are
Were looking for exceptional individuals who combine technical excellence with ethical awareness, who are excited by hard problems and motivated by human impact. You ll strive with us if you:
Are passionate about audio AI driven by a desire to make content universally accessible and breaking the frontiers of new tech.
Are a highly motivated and driven individual with a strong work ethic. Our team is aware of this critical moment of audio AI evolution and is committed to going the extra mile to lead.
Are analytical, efficient, and strive on solving complex challenges with a first principles mindset.
Consistently strive for excellence , delivering high-quality work quickly and exceeding expectations.
Take initiative and work autonomously from day one, prioritizing learning and contribution while leaving ego aside.
What you bring
We are seeking someone with a track record of driving meaningful business growth through paid marketing initiatives at a software company.
Experience building and scaling marketing measurement frameworks from the ground up, including multi-touch attribution models, incrementality measurements, LTV models, audience segmentations, etc.
Familiarity with analytics tools across the modern data and MarTech stack (SQL, python, BI tools, dbt, Google Tag Manager, etc.)
Bonus experience:
Technical enough to dive into the codebase when needed - whether its implementing tracking pixels, building data pipelines, or stitching data together across disparate data sources.
Experience working on a dual B2C/B2B business models.
Experience implementing and scaling MarTech stacks.",https://www.naukri.com/job-listings-data-scientist-marketing-elevenlabs-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-6-years-170125502509
Data Scientist,EdgeVerve Systems,8-13 Yrs,Not disclosed,"Hybrid - Bengaluru, Pune, Chennai","RAG, Machine Learning, Python, Data, Machine",26 Days Ago,"Role & responsibilities
Data Scientist AI / RPA
Hands on experience in applying statistical methods, ML algorithms to large data sets for deriving insights/predictions using python/R packages.
Looking for an expert on using data science related packages like sk learn and data manipulation packages like pandas, dask.
Experience in modeling techniques like classifications, regression time series analysis, deep learning, text mining and NLP.
Experience in analyzing the problem statements and coming up with different solutions by creating POC.
Must have experience in collecting relevant data as per the problem statement  and cleansing the data.
Basic knowledge of writing sql queries.
Must have knowledge on big data concepts like Hadoop and hive.
One should have experience ML programming and analytical skills.",https://www.naukri.com/job-listings-data-scientist-edgeverve-systems-pune-chennai-bengaluru-8-to-13-years-170125010097
Data Scientist,Aeries Technology,2-7 Yrs,Not disclosed,"Bengaluru, Mumbai, Hyderabad","Supply chain, Operations research, Analytical, Consulting, Machine learning, Data mining, MATLAB, SQL",30+ Days Ago,"Qualification: Graduate/ PH. D
Shifts (if any): Candidate should be flexible to work as per business requirement.
  Role & responsibilities:
This position is responsible for evaluating, supporting, and developing BI/ Analytics/ ML solutions through consulting and partnering with internal and external cross-functional teams to drive new business initiatives and deliver value-added propositions. The role entails data extraction, segmentation and statistical analysis of datasets across Industry verticals using languages such as Python, SQL, Hive, Spark etc. on both Cloud and On-Prem. The candidate is required to identify strategies and opportunities for analytic Products and Services and as well deliver recommendations in presentations to internal and external executive audience.",https://www.naukri.com/job-listings-data-scientist-aeries-technology-group-mumbai-hyderabad-bengaluru-2-to-7-years-161224502621
"Data Scientist - Python, AWS, Gen AI",Winning Edge,8-11 Yrs,Not disclosed,Bengaluru,"Python, Data Science, Gen AI, Azure, PyTorch, AWS, React, TensorFlow",27 Days Ago,"Overall experience of 8-10 years of experience with 2 years preferred experience in AI research and development, with a focus on healthcare or life sciences applications.
Proven experience in designing and delivering AI solutions, with a focus on foundation models, large language models, or similar technologies. Experience in natural language processing (NLP) and text analytics is highly desirable.
Strong programming skills, with proficiency in Python, R and experience with AI
frameworks such as TensorFlow, PyTorch, or Hugging Face.
Familiarity with cloud platforms (e.g., AWS, Azure) and related services is a plus.
Preferred experience in Node/React to help build application around AI solutions.
Experience working with large datasets and performing data pre-processing, feature
engineering, and model evaluation.
Ability to understand customer needs and business objectives in Pharmaceutical domain preferably Clinical. Experience in working closely with clinical Statisticians/Study Builder/Study Designers and translating their requirements into effective AI solutions",https://www.naukri.com/job-listings-data-scientist-python-aws-gen-ai-edge-bengaluru-8-to-11-years-160125913600
Data Scientist,Globant,3-6 Yrs,Not disclosed,"Bengaluru, Pune","Data Science, RESTful API, Jenkins, DevOps, AI/ML, NoSQL, pytest, GitHub",27 Days Ago,"About the Role, We are seeking a Data Scientist with over 8 years of experience to lead and implement advanced AI/ML solutions across cloud and on-premise infrastructures.
The ideal candidate has strong technical expertise in machine learning, cloud services, and software engineering practices, complemented by a robust understanding of automation, data workflows, and modern DevOps techniques.
Key Responsibilities-
1. Model Development & Optimization: Design and implement machine learning models with a focus on performance, scalability, and adaptability to address real-world challenges. Monitor and mitigate model drift to maintain the accuracy and relevance of deployed solutions.",https://www.naukri.com/job-listings-data-scientist-globant-india-private-limited-pune-bengaluru-3-to-6-years-150125916824
Data Scientist,Cimet,4-8 Yrs,Not disclosed,Bengaluru,"Aws Cloud, Natural Language Processing, Machine Learning, AI Models, Large Language Models, Tensorflow, Scipy, GPT",28 Days Ago,"Job Description :

We are looking for a highly experienced Senior Data Scientist with a deep understanding of AI/ML technologies, including Recommendation Systems, Chatbots, Generative AI, and Large Language Models (LLMs). The ideal candidate will have hands-on experience in applying these technologies to solve real-world problems, working with large datasets, and collaborating with cross-functional teams to deliver innovative data-driven solutions.

Responsibilities :
Design, develop, and optimize recommendation systems to enhance user experience and engagement across platforms.
Build and deploy chatbots with advanced NLP capabilities for automating customer interactions and improving business processes.
Lead the development of Generative AI solutions, including content generation and automation.
Research and apply Large Language Models (LLMs) like GPT, BERT, and others to solve business-specific problems and create innovative solutions.
Collaborate with engineering teams to integrate machine learning models into production systems, ensuring scalability and reliability.
Perform data exploration, analysis, and feature engineering to improve model performance.
Stay updated on the latest advancements in AI and ML technologies, proposing new techniques and tools to enhance our product capabilities.
Mentor junior data scientists and engineers, providing guidance on best practices in AI/ML model development and deployment.
Collaborate with product managers and business stakeholders to translate business goals into AI-driven solutions.
Work on model interpretability, explain ability, and ensure models are built in an ethical and responsible manner.

Required Skills and Qualifications :

5+ years of experience in data science or machine learning, with a focus on building and deploying AI models.
Strong expertise in designing and developing recommendation systems and working with collaborative filtering, matrix factorization, and content-based filtering techniques.
Hands-on experience with chatbots using Natural Language Processing (NLP) and conversational AI frameworks.
In-depth understanding of Generative AI, including transformer-based models and GANs (Generative Adversarial Networks).
Experience working with Large Language Models (LLMs) such as GPT, BERT, T5, etc.
Proficiency in machine learning frameworks such as TensorFlow, PyTorch, and Scikit-learn.
Strong programming skills in Python and libraries such as NumPy, Pandas, Hugging Face, and NLTK.
Experience with cloud platforms like AWS, GCP, or Azure for deploying and scaling machine learning models.
Solid understanding of data pipelines, ETL processes, and working with large datasets using SQL or NoSQL databases.
Knowledge of MLOps and experience deploying models in production environments.
Strong problem-solving skills and a deep understanding of statistical methods and algorithms.

Preferred Qualifications :
Experience with Reinforcement Learning and Recommender Systems personalization techniques.
Familiarity with ethical AI and model bias mitigation techniques.
Experience with A/B testing, experimentation, and performance tracking for AI models in production.
Prior experience mentoring junior data scientists and leading AI/ML projects.
Strong communication and collaboration skills, with the ability to convey complex technical concepts to non-technical stakeholders.",https://www.naukri.com/job-listings-data-scientist-cimet-bengaluru-4-to-8-years-150125000026
Data Scientist,Enterprise Bot,3-6 Yrs,Not disclosed,Bengaluru,"deep learning, natural language processing, data science, data mining, machine learning, statistics, Languages, Data",30+ Days Ago,"nterprise Bot is a rapidly expanding conversational AI technology scale-up company that has been providing advanced automation solutions to large companies worldwide since 2017

Our cutting-edge technology is trusted by well-known companies such as SIX Group (Swiss Stock Exchange), SWICA, Generali, and others to enhance customer contact, automate processes, and drive revenue growth

Our global team comprises over 60 highly skilled professionals from diverse backgrounds

Fostering a truly open and progressive company culture with state-of-the-art engineering solutions working at Enterprise Bot is a refreshing mix of purpose, challenge, and fun

Tasks

We are looking for a full-time Data Scientist for our Bangalore office

As an integral part of the team, you will work within multi-disciplinary teams and with external collaborators to identify opportunities for leveraging data, developing proof-of-value prototypes and implementing data science and AI solutions that solve R&D enterprise level problems

Role & Responsibilities

The data scientist will be responsible for design and development of deep learning & LLM based models on unstructured and Structured Data

Will focus on not just on designing the algorithm but also on delivering it at scale

Will build and deploy deep learning techniques in production

Design and develop software modules that perform data ingest, data transform, and analytics tasks

Deliver customized solutions in a timely manner

Monitor and maintain high quality and accuracy of models during deployment

Requirements

Candidates should have 2-3 years of experience in the fields of machine learning, deep learning, LLM-based models, NLP, and data science

Strong skills in Python

Hands-on experience in developing & running machine learning applications in production

Familiarity with training and serving large language models in production

Hands on experience in building and implementing advanced statistical analysis and machine learning and data mining

Strong understanding of fundamentals of Computer Science

Benefits

A culture comprised of diverse, global teams who have a passion for collaboration and client service

A competitive salary and scope for further advancement

State-of-the-art engineering solutions working at Enterprise Bot is a refreshing mix of purpose, challenge, and fun

If youre passionate about technology, love solving complex problems, and are eager to be part of a dynamic, innovative team, your journey starts here

Join us in harnessing cutting-edge AI solutions to drive data-driven insights and make a lasting impact",https://www.naukri.com/job-listings-data-scientist-enterprise-bot-bengaluru-3-to-6-years-141124504201
"Data Scientist - Python, AWS, Gen AI",Winning Edge,8-11 Yrs,Not disclosed,Bengaluru,"Python, Tensorflow, Pytorch, R, Azure, NLP, HuggingFace, Data  Science",29 Days Ago,"Overall experience of 8-10 years of experience with 2 years preferred experience in AI research and development, with a focus on healthcare or life sciences applications.
Proven experience in designing and delivering AI solutions, with a focus on foundation models, large language models, or similar technologies. Experience in natural language processing (NLP) and text analytics is highly desirable.
Strong programming skills, with proficiency in Python, R and experience with AI
frameworks such as TensorFlow, PyTorch, or Hugging Face.
Familiarity with cloud platforms (e.g., AWS, Azure) and related services is a plus.
Preferred experience in Node/React to help build application around AI solutions.
Experience working with large datasets and performing data pre-processing, feature
engineering, and model evaluation.
Ability to understand customer needs and business objectives in Pharmaceutical domain preferably Clinical. Experience in working closely with clinical Statisticians/Study Builder/Study Designers and translating their requirements into effective AI solutions",https://www.naukri.com/job-listings-data-scientist-python-aws-gen-ai-edge-bengaluru-8-to-11-years-130125913428
Data Scientist,Elevate Global,2-5 Yrs,Not disclosed,Bengaluru,"Mining, Excel, data science, Analytical, Consulting, Hypothesis Testing, Forecasting, SQL",30+ Days Ago,"About the company:
Ducker Carlisle is a global consulting and M&A advisory firm with an unrivalled continuum of insights, benchmarking and strategy solutions that optimize business performance and accelerate growth. We leverage decades of experience and proprietary insights to enhance revenues, improve margins and mitigate risks our clients face in an ever-changing global economy. We strive each day to demonstrate our core values of integrity, scientific curiosity, inclusivity, collaboration and commitment.



We are a globally diverse, highly talented team committed to our clients and to one another. We are looking for individuals with ambition and passion to join us. If you are someone who strives for excellence and is looking to join a dynamic and supportive team within which your work will have significant impact, we encourage you to explore further by visiting our website www.duckercarlisle.com.



About the position:

Ducker Carlisle is a leader in consulting and insights in the aftersales space. We use data driven analysis to address the needs of many of the world s largest companies. Data Scientists play an integral role within our project teams. Data Scientists are responsible for using statistical methods such as forecasting, survival analysis and optimization to derive insights, which enable business decisions. As a Data Scientist at Ducker Carlisle, your work will be rigorous, but its impact will be evident. Even at the most junior level, you will have exposure to client facing opportunities. You can expect to learn, be challenged and be encouraged to grow and develop throughout your career.



Key responsibilities:


Designing analyses using statistical analysis tools, database tools and data visualization tools in order to meet project goals

Conducting analyses with appropriate statistical methods and actively utilizing hypothesis testing

Analyzing structured and unstructured data collected using different methodologies

Summarizing analysis findings

Authoring client presentations and other deliverables

Presenting findings to clients and to senior consulting staff




Minimum requirements:


2-5 years relevant work experience

A professional demeanor

Bachelor s and / or Master s in Computer Science, Engineering, Statistics (or similar programs heavy on learning programming, math and statistics)

Education in data science course work (certifications/ programmes)

Experience with Azure/AWS cloud platforms.

Strong proficiency with Python to process structured (numbers in tables) and unstructured datasets (text, audio and video). Expertise with statistical analysis methods and analysis languages, e.g., Python / R

Proficiency in mining & processing datasets from databases/APIs etc.

Exposure to applied AI and GenAI

Ability to use database languages SQL / MongoDB and data visualization tools such as PowerBI / Tableau

Outstanding analytical abilities

Excellent communication skills both written and verbal

Moderate skills with Microsoft Excel and PowerPoint

Strong organizational, multi tasking, and time management skills

Willingness and flexibility to work across global time zones and with multi-cultural teams



Please Note: In order to facilitate a healthy work-life balance and to build a strong ethos of team camaraderie, we offer a Hybrid work schedule to all our employees. We encourage all our staff to work from our Office in Bengaluru as often as is feasible; or at least 3 days a week.



Ducker Carlisle is an equal opportunity employer. You will be considered without regard to race, color, national or ethnic origin, ancestry, age, sex, sexual orientation, genetic information, marital status, qualified veterans status, disability, or any other categories protected by law.",https://www.naukri.com/job-listings-data-scientist-elevate-global-bengaluru-2-to-5-years-111024500503
"Data Scientist- Python, AWS, Gen AI",Winning Edge,8-11 Yrs,Not disclosed,Bengaluru,"Python, R, Azure, PyTorch, NLP, Hugging Face, AWS, TensorFlow",30+ Days Ago,"Overall experience of 8-10 years of experience with 2 years preferred experience in AI research and development, with a focus on healthcare or life sciences applications.
Proven experience in designing and delivering AI solutions, with a focus on foundation models, large language models, or similar technologies. Experience in natural language processing (NLP) and text analytics is highly desirable.
Strong programming skills, with proficiency in Python, R and experience with AI
frameworks such as TensorFlow, PyTorch, or Hugging Face.
Familiarity with cloud platforms (e.g., AWS, Azure) and related services is a plus.
Preferred experience in Node/React to help build application around AI solutions.
Experience working with large datasets and performing data pre-processing, feature
engineering, and model evaluation.
Ability to understand customer needs and business objectives in Pharmaceutical domain preferably Clinical. Experience in working closely with clinical Statisticians/Study Builder/Study Designers and translating their requirements into effective AI solutions",https://www.naukri.com/job-listings-data-scientist-python-aws-gen-ai-edge-bengaluru-8-to-11-years-110125909854
Data Scientist,Lifesight Technologies,3-7 Yrs,Not disclosed,Bengaluru,"Data Science, Data scientist, algorithms, Time series analysis, Programming, Machine Learning, Python, SQL",30+ Days Ago,"Job Description: Data Scientist ( 4-6 Years )
Location: Bangalore
Company Overview
Lifesight is a fast growing SaaS company focused on helping businesses leverage data
& AI to improve customer acquisition and retention. We have a team of 130 serving
300+ customers across 5 offices in the US, Singapore, India, Australia and the UK.
Our mission is to make it easy for non-technical marketers to leverage advanced data
activation and marketing measurement tools that are powered by AI, to improve their
performance and achieve their KPIs. Our product is being adopted rapidly globally and
we need the best people onboard the team to accelerate our growth.

Our unified marketing measurements platform empowers modern marketers to make
better decisions using Multi-Touch Attribution, Marketing Mix Modelling, Incrementality
Testing, and Causal AI.

Position Overview:
At Lifesight, we rely on insightful data to power our systems and solutions. Were
seeking a data scientist to deliver insights on a daily basis. The ideal candidate will
have mathematical and statistical expertise, along with natural curiosity and a creative
mind.
While mining, interpreting, and cleaning our data, this person will be relied on to ask
questions, connect the dots, and uncover hidden opportunities for realizing the datas
full potential. As part of a team of specialists, the data scientist will slice and dice data
using various methods and create new visions for the future.
Objectives of this role
- Collaborate with product design and engineering teams to develop an
understanding of needs.
- Research and devise innovative statistical models for data analysis and
communicate findings to all stakeholders
- Enable smarter business processes by using analytics for meaningful insights
- Keep current with technical and industry developments
Responsibilities
- Execute analytical experiments to help solve problems across various domains and industries
- Analyse data for trends and patterns, and interpret data with clear objectives in mind
- Implement analytical models in production by collaborating with software developers and machine-learning engineers
Required skills and qualifications
Statistical Knowledge
- Understanding of probability theory, distributions and statistical inference
- Regression analysis (linear, non-linear, multivariate)
- Time series analysis / forecasting
- Bayesian statistics
- Hypothesis testing
- Experimental design
- Understanding of overfitting, underfitting, and regularization techniques
Machine Learning
- Supervised learning algorithms
- Unsupervised learning (clustering, dimensionality reduction)
- Feature engineering and selection
- Model evaluation and validation techniques
Programming Skills
- Proficiency in Python or R
- SQL for database querying
Specialized Knowledge

- Understanding of causal inference
- Understanding of adstock, decay, and saturation concepts
- Cloud computing platforms (e.g., AWS, GCP)
Preferred skills and qualifications
- Bachelors degree (or equivalent) in statistics, applied mathematics, or related
discipline
- 4-6 years of experience as a Data Scientist",https://www.naukri.com/job-listings-data-scientist-lifesight-technologies-pvt-ltd-bengaluru-3-to-7-years-110125907478
Data Scientist,Ducker Worldwide Management Consulting,2-5 Yrs,Not disclosed,Bengaluru,"Mining, Computer science, Excel, data science, Analytical, Consulting, Hypothesis Testing, Forecasting",30+ Days Ago,"About the company:
Ducker Carlisle is a global consulting and M&A advisory firm with an unrivalled continuum of insights, benchmarking and strategy solutions that optimize business performance and accelerate growth. We leverage decades of experience and proprietary insights to enhance revenues, improve margins and mitigate risks our clients face in an ever-changing global economy. We strive each day to demonstrate our core values of integrity, scientific curiosity, inclusivity, collaboration and commitment.

We are a globally diverse, highly talented team committed to our clients and to one another. We are looking for individuals with ambition and passion to join us. If you are someone who strives for excellence and is looking to join a dynamic and supportive team within which your work will have significant impact, we encourage you to explore further by visiting our website www.duckercarlisle.com.

About the position:
Ducker Carlisle is a leader in consulting and insights in the aftersales space. We use data driven analysis to address the needs of many of the world s largest companies. Data Scientists play an integral role within our project teams. Data Scientists are responsible for using statistical methods such as forecasting, survival analysis and optimization to derive insights, which enable business decisions. As a Data Scientist at Ducker Carlisle, your work will be rigorous, but its impact will be evident. Even at the most junior level, you will have exposure to client facing opportunities. You can expect to learn, be challenged and be encouraged to grow and develop throughout your career.

Key responsibilities:
Designing analyses using statistical analysis tools, database tools and data visualization tools in order to meet project goals
Conducting analyses with appropriate statistical methods and actively utilizing hypothesis testing
Analyzing structured and unstructured data collected using different methodologies
Summarizing analysis findings
Authoring client presentations and other deliverables
Presenting findings to clients and to senior consulting staff

Minimum requirements:
2-5 years relevant work experience
A professional demeanor
Bachelor s and / or Master s in Computer Science, Engineering, Statistics (or similar programs heavy on learning programming, math and statistics)
Education in data science course work (certifications/ programmes)
Experience with Azure/AWS cloud platforms.
Strong proficiency with Python to process structured (numbers in tables) and unstructured datasets (text, audio and video). Expertise with statistical analysis methods and analysis languages, e.g., Python / R
Proficiency in mining & processing datasets from databases/APIs etc.
Exposure to applied AI and GenAI
Ability to use database languages SQL / MongoDB and data visualization tools such as PowerBI / Tableau
Outstanding analytical abilities
Excellent communication skills both written and verbal
Moderate skills with Microsoft Excel and PowerPoint
Strong organizational, multi tasking, and time management skills
Willingness and flexibility to work across global time zones and with multi-cultural teams

Please Note: In order to facilitate a healthy work-life balance and to build a strong ethos of team camaraderie, we offer a Hybrid work schedule to all our employees. We encourage all our staff to work from our Office in Bengaluru as often as is feasible; or at least 3 days a week.

Ducker Carlisle is an equal opportunity employer. You will be considered without regard to race, color, national or ethnic origin, ancestry, age, sex, sexual orientation, genetic information, marital status, qualified veterans status, disability, or any other categories protected by law.",https://www.naukri.com/job-listings-data-scientist-ducker-worldwide-management-consulting-pvt-ltd-bengaluru-2-to-5-years-101024500970
