Title,Company,Experience,Salary,Location,Skills,Posting_Date,Job_Description,Job_URL
Data Analyst,Milestone Online Technology,0-1 Yrs,2.25-3 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru","Finance, Reporting, MIS Reporting, Excel Report Preparation, Business Analysis, Pivot Table, Excel, Analysis",16 Days Ago,"Need Data Analysts with good understanding of Python (pandas), Excel, tools like Tableau and Power BI.
BTech (CS/IT/EC/EE), MBA, MTech, MCA, BCA, BSc, MSc freshers from 2024, 2023, 2022, 2021 should apply.
Candidate should know Data Analytics.",https://www.naukri.com/job-listings-data-analyst-milestone-online-technology-hyderabad-chennai-bengaluru-0-to-1-years-100125011433
Data Analyst (Excel),Rocket Careers,0-5 Yrs,2-3 Lacs PA,Remote,"eager to learn, bachelors, adaptable, Data analysis, Adaptability, Data, Excel",17 Days Ago,"Duties: Rotational training, data support, learn company data analysis, collaborate with teams.
Qualifications: Bachelor's, eager to learn, adaptable.
Benefits: Growth, mentorship, competitive package.",https://www.naukri.com/job-listings-data-analyst-excel-rocket-careers-bangalore-rural-0-to-5-years-140224008955
Data Analyst,well known company,1-2 Yrs,3.5-4.5 Lacs PA,Bengaluru,"Communication Skills, Data Analysis, Data, Analysis",18 Days Ago,Data Analyst,https://www.naukri.com/job-listings-data-analyst-cnb-your-hr4u-llp-bengaluru-1-to-2-years-070125918588
Data Analyst - L4,Wipro,3-5 Yrs,Not disclosed,Bengaluru,"Data Analysis, data validation, data mining, data modelling, data warehousing, business analytics, data integration, Integration",2 Days Ago,"Role Purpose
The purpose of this role is to interpret data and turn into information (reports, dashboards, interactive visualizations etc) which can offer ways to improve a business, thus affecting business decisions.
Do
1. Managing the technical scope of the project in line with the requirements at all stages
a. Gather information from various sources (data warehouses, database, data integration and modelling) and interpret patterns and trends
b. Develop record management process and policies
c. Build and maintain relationships at all levels within the client base and understand their requirements.
d. Providing sales data, proposals, data insights and account reviews to the client base
e. Identify areas to increase efficiency and automation of processes
f. Set up and maintain automated data processes
g. Identify, evaluate and implement external services and tools to support data validation and cleansing.
h. Produce and track key performance indicators
2. Analyze the data sets and provide adequate information
a. Liaise with internal and external clients to fully understand data content
b. Design and carry out surveys and analyze survey data as per the customer requirement
c. Analyze and interpret complex data sets relating to customers business and prepare reports for internal and external audiences using business analytics reporting tools
d. Create data dashboards, graphs and visualization to showcase business performance and also provide sector and competitor benchmarking
e. Mine and analyze large datasets, draw valid inferences and present them successfully to management using a reporting tool
f. Develop predictive models and share insights with the clients as per their requirement

Deliver / No. / Performance Parameter / Measure -
1. Analyses data sets and provide relevant information to the client - No. Of automation done, On-Time Delivery, CSAT score, Zero customer escalation, data accuracy.",https://www.naukri.com/job-listings-data-analyst-l4-wipro-limited-bengaluru-3-to-5-years-240125910640
IoT Data Analyst,WN Infotech,2-5 Yrs,Not disclosed,"Noida, Pune, Gurugram, Bengaluru","Computer science, Data analysis, data security, Analytical, Machine learning, Sensors, data visualization, Operations",2 Days Ago,"Job Summary


We are seeking a skilled and detail-oriented IoT Data Analyst to join our team. As an IoT Data Analyst, you will play a critical role in analyzing data generated from IoT devices, identifying patterns, and providing actionable insights to drive business decisions. This role demands a combination of technical expertise, analytical thinking, and a passion for innovation in the IoT domain.


Your Role and Responsibilities

Collect, process, and analyze large volumes of IoT-generated data to identify trends and insights.
Develop and maintain dashboards, reports, and visualizations to communicate data findings effectively.
Collaborate with cross-functional teams to define data requirements and ensure data integrity.
Implement machine learning models and statistical techniques to predict and improve operational outcomes.
Monitor the performance of IoT devices and provide recommendations for optimization.
Ensure data security, compliance, and proper handling of sensitive information.
Translate complex data insights into clear and concise recommendations for stakeholders.
Stay updated with the latest advancements in IoT technology, data analytics tools, and industry best practices.



Required Technical and Professional Expertise

Proficiency in programming languages such as Python, R, or SQL for data analysis and visualization.
Hands-on experience with data visualization tools like Tableau, Power BI, or similar platforms.
Strong understanding of IoT architecture, protocols (MQTT, CoAP), and device connectivity.
Expertise in working with time-series data and real-time analytics platforms.
Familiarity with cloud platforms like AWS, Azure, or Google Cloud for IoT data storage and processing.
Knowledge of machine learning techniques and their application in predictive analytics.
Excellent problem-solving skills and attention to detail.
Strong communication skills to convey technical information to non-technical stakeholders.




Qualification & Experience Required

Bachelor s degree in Computer Science, Data Science, Engineering, or a related field. A master s degree is a plus.
2-5 years of experience in data analytics, preferably in an IoT-focused role.
Certifications in data analytics, IoT, or cloud technologies (e. g. , AWS IoT Core, Azure IoT) are advantageous.
Demonstrated experience in managing and analyzing data from IoT devices or sensors.",https://www.naukri.com/job-listings-iot-data-analyst-wn-infotech-noida-pune-gurugram-bengaluru-2-to-5-years-240125500448
"Data Analyst, FCGT, Local Shops on Amazon",Amazon,0-7 Yrs,Not disclosed,Bengaluru,"Automation, SAS, Business analysis, Operations planning, Analytical, SPSS, Data mining, Business intelligence",2 Days Ago,"Amazon is looking for a talented and driven Business Intelligence Engineer. It is a pivotal role that will contribute to the evolution and success of one of the fastest growing businesses in the company.

Local Shops program enables offline sellers to adopt online selling i. e. Sell on Amazon. It is a key Amazon initiative to enable SMBs in India to grow though digitization. The team has ambitious goals to reach out to the vast and diverse seller population in India and make Local Shops on Amazon an integral part of their business. We build capabilities that can help sellers them thrive and succeed online. The Local Shops team is looking for a professional who relishes diving deep into data. You will have the exciting opportunity to deliver on a strategy to enable broad use of Amazon Seller Services by small/medium sellers and large enterprises in India.
The Business intelligence engineer would support the analytical requirements of this team. Candidate will be responsible for conducting deep dive analyses to solve complex business problems. He/ she will also be responsible for creating robust/automated reporting frameworks to increase visibility into data and enable data driven decision making. Another key aspect of the job is to unearth insights from data to help the team in driving process excellence. This position requires statistical knowledge, analytical abilities, good knowledge of business intelligence solutions and exposure to efficient data engineering practices. Candidate should be comfortable with ambiguity, capable of working in a fast-paced environment, continuously improving technical skills to meet business needs, possess strong attention to detail and be able to collaborate with customers to understand and transform business problems into requirements and deliverables.

Key job responsibilities
1)Translate complex business problem statements into analysis requirements and maintain high bar throughout the execution.
2)Scale data processes and reports; work on full-scale automation
3) Proactively work with stakeholders to construct use cases and associated standardized outputs
4) Have the capability to handle large data sets in analysis through the use of additional tools
5) Derive recommendations from analysis that significantly impact business decisions
6) Communicate analytical insights and business implications effectively - 1+ years of data analytics or automation experience
- 1+ years of capacity planning, operations planning, business analysis or similar experience
- Bachelors degree
- Knowledge of data pipelining and extraction using SQL
- Knowledge of SQL and Excel at a moderate or advanced level
- Experience with data mining tools like SQL, SAS, SPSS, or similar",https://www.naukri.com/job-listings-data-analyst-fcgt-local-shops-on-amazon-amazon-india-software-dev-centre-pvt-ltd-bengaluru-0-to-7-years-240125500265
Data Analyst,Incanus Technologies,1-6 Yrs,5-15 Lacs PA,"Hybrid - Pune, Bengaluru, Delhi / NCR","Python, SQL, Excel, Data, Data analysis",5 Days Ago,"Join the data revolution in one of India's most dynamic consumer companies! Are you ready to dive into the world of data analytics and make a tangible impact on business decisions? If so, we want you on our team!

Roles & Responsibilities:

Lead the charge in KPI reporting and unravel the mysteries behind key business drivers.
Delve deep into the data universe to quantify the impact of various factors on our KPIs.
Transform raw data into actionable insights that drive strategic decision-making.
Define and communicate key metrics and trends to keep the team on track.
Master the art of data extraction, cleansing, and normalization to ensure accuracy in our analyses.

Desired Skills and Experience:

Graduates from any discipline, unleash your potential!
Technical prowess in Excel & SQL would be a plus.
Up to 3 years of experience in fields like Data Analytics, Software Development & Support, Operations, Sales, or Customer Service.
A knack for problem-solving and generating valuable insights.
Stellar communication skills to engage both technical and non-technical stakeholders.

Hiring Process:

Eligible candidates will receive an evaluation link to showcase their skills.
Further rounds will be tailored based on your performance in the evaluation test.


Note: We will be reaching out to only candidates meeting the eligibility criteria mentioned above.",https://www.naukri.com/job-listings-data-analyst-incanus-technologies-pune-bengaluru-delhi-ncr-1-to-6-years-260324004535
Client Data Analyst,JPMorgan Chase Bank,5-7 Yrs,Not disclosed,Bengaluru,"Service delivery, Senior management, Product service, static data, MIS, Focus, Data Analyst, Management",2 Days Ago,"Eensure all requests related to Account Set Up, Maintenance, Closures, Static Data Maintenance and Entitlements activities for our clients and regional service teams located in APAC, EMEA and WHEM are completed in a timely fashion.
Publish MIS/Performance score-cards to senior management on a daily, weekly and/or monthly basis, as required.
Analyze trends and engage product service groups in grass-roots discussions to mitigate such issues at a basic level.
Participate in various department and team projects to exceed Client expectations.
Engage with global counterparts to re-engineer the service delivery as per Client requirements.
Performs duties and tasks are mostly non-routine, requiring experience to successfully accomplish tasks. Exercises judgment within broadly defined practices and policies.
Makes recommendations on process improvements and provides guidance on more complex operating procedures.
Analyzes and prepares reports and scorecards for management. In an individual contributor role, functions as a key contributor with demonstrated knowledge of area of specialization.
Work closely with the Process Manager as well as the Team Members to ensure flawless service delivery to franchise clients.
Required qualifications, capabilities and skills
Graduates / MBA s with 5 years of experience.
Strong verbal and written communication skills
Has to be extremely client-focused and result-oriented in approach
Good team player and self-motivated
Proficiency in Microsoft Office suite of applications
Handles unexpected situations adeptly
Ready to work in any shift.",https://www.naukri.com/job-listings-client-data-analyst-jpmorgan-chase-bengaluru-5-to-7-years-230125503742
GTM Data Analyst,Mango Technologies,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, SAN, Data analysis, GIT, HP data protector, Business analytics, SQL, Python",3 Days Ago,"Collaborate cross-functionally with stakeholders from the Sales, Customer Experience, Data teams to support strategic decision-making with data-driven analyses.
Develop and maintain dashboards by writing custom SQL queries that empower teams and provide actionable insights.
Identify key performance indicators (KPIs) and metrics that align with business goals, ensuring reporting accuracy and relevance.
Define and report on key metrics such as Account Health, Support Team Efficiency, and Customer Success Performance
Hands-on experience working with large scale structured, semi-structured and unstructured data and various approaches to clean and quality check data.
Translate quantitative analyses and complex questions into digestible reporting for the larger organization.
Extract meaningful insights from sales, support, and account behavioral data to enhance understanding of customer behavior and trends.
Develop and maintain well-managed data solutions, tools, and capabilities to enable self-service frameworks for data consumers.
ClickUp Data Stack : Snowflake, SQL, DBT, Tableau, Hex, Amplitude
Requirements
Bachelor s (or Master s) degree in a technical field such as Business Analytics, Engineering, Finance, Economics, Computer Science, Stats, etc.
3-6 years of experience as a Data Analyst (or similar profession).
Exceptional experience in SQL.
Proficiency in Tableau software (or similar BI tool).
Excellent communication skills, with the ability to present insights to both technical and non-technical audiences.
Fluency in spoken and written English.
Desirable
Project management skills.
Basic understanding of Python.
Basic working knowledge of statistics and techniques like regression, segmentation and A/B testing
Basic understanding of DBT and Git.
Experience with Salesforce and Zendesk systems and data",https://www.naukri.com/job-listings-gtm-data-analyst-clickup-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-230125503356
Data Analyst,Tech Mahindra,4-8 Yrs,5-15 Lacs PA,Hybrid - Bengaluru,"Data Operations, Data Modeling, Data Bricks, Modeling, Data, Operations, Bricks, Data Operation",3 Days Ago,"Sustainability Data Ops Data Analyst

The responsibilities of our Data Analysts include:
To work as part of a cross-functional team providing business context and acting as a trusted advisor to key stakeholders
Closely working with key Business Partners, Subject Matter Experts, Product Owners and Developers to agree and document detailed design and acceptance criteria for both functional and non-functional requirements and project deliverables
Working with the Data Ops team to align roadmap and delivery timeframes in line with the customer expectations and resource availability
Apply best practice methods to investigate, analyse and document data requirements
Build a deep understanding of the sustainability programme to identify process gaps & improvements based on business value and manage delivery by assisting with the product backlog, roadmap, and strategy
Plan and participate in system testing activity and facilitate UAT and system training where required
Support in architecting data solutions to ensure robust and scalable products that adhere to industry best practices
Highlighting and sharing risks associated with plans and designs

Minimum Level of Job-related Experience:
Brilliant communicator with strong oral, written and presentation skills combined with the ability to guide group discussions and explain complex solutions
Strong technical data capabilities, including data modelling, SQL, Python, PySpark & Databricks (or other object-orientated programming)
Understanding and experience of analysing data from MM , PE/PP and SD modules of SAP
Understanding of Manufacturing / Packaging business processes
Solution mindset a willingness to uncover solutions to challenges
Positive proactive attitude and ownership
Experience translating business requirements into functional and non-functional system requirements and working with the team to produce high-level technical solutions
Experience working in Agile and data development environments
Strong analytical and process-based skills (e.g. process flow diagrams, business and process modelling, data analysis, etc)
Experience of working with collaboration tools such as Jira and Confluence
Experience of working with structured and unstructured data
Data mapping skills

Preferred Experience
Azure experience
Experience working with Databricks
Knowledge of sales and distribution processes and surrounding business processes and data
Report and visualisation development
Understanding of Data Architecture and Engineering concepts
Data exploration and mining skill to identify standards and rules
Knowledge of key business area i.e. Sustainability data/reporting
Experience working in the Consumer Healthcare Goods industry or Life Sciences",https://www.naukri.com/job-listings-data-analyst-tech-mahindra-bengaluru-4-to-8-years-230125016234
Data Analyst,Virtusa,7-10 Yrs,Not disclosed,Bengaluru,"Business objects, SAS, Database design, XML, Javascript, Manager Quality Control, Open source, Data mining",3 Days Ago,"Data Analyst JDMin Work Experience 7 to 10 YearBachelors degree from an accredited university or college in computer science.

Work experience as a data analyst or in a related field.

Ability to work with stakeholders to assess potential risks.

Ability to analyze existing tools and databases and provide software solution recommendations.

Ability to translate business requirements into nontechnical, lay terms.

High-level experience in methodologies and processes for managing large-scale databases.

Demonstrated experience in handling large data sets and relational databases.

Understanding of addressing and metadata standards.

High level written and verbal communication skills.

Roles and Strong mathematical skills to help collect, measure, organize and analyze data.

Knowledge of programming languages like SQL, Oracle, R, MATLAB, and Python Technical proficiency regarding database design development, dataMain Ask Who can work with downstream systems to collate the data requirements by working with different teams to document the data points and good in preparing flow diagrams.

Core Banking domains knowledge covering, Customer, KYC, Trade, Payments, loans deposits etcStrong mathematical skills to help collect, measure, organize and analyze data.

Knowledge of programming languages like SQL, Oracle, R, MATLAB, and Python Technical proficiency regarding database design development, data models, techniques for data mining, and segmentation.

Experience in handling reporting packages like Business Objects, programming (JavaScript, XML, or ETL frameworks), databasesProficiency in statistics and statistical packages like Excel, SPSS, SAS to be used for data set analysis.

Adept at using data processing platforms like Hadoop and Apache Spark, Hadoop open-source data analyticsCapacity to develop and document procedures and workflows.

Ability to carry out data quality control, validation, and linkageAbility to produce clear graphical representations and data visualizations.

Managing and designing the reporting environment, including data sources, security, and metadata",https://www.naukri.com/job-listings-data-analyst-virtusa-consulting-services-pvt-ltd-bengaluru-7-to-10-years-220125501514
Data Analyst,Reuters,4-6 Yrs,Not disclosed,Bengaluru,"remediation, Networking, Data management, Analytical, Data Analyst, Risk management, Continuous improvement, Monitoring",4 Days Ago,"The Data Analyst will support the organizations data management and governance initiatives by analyzing data, resolving issues, and ensuring compliance with policies and standards.
This role focuses on ensuring data accuracy, monitoring data handling processes, and contributing to the continuous improvement of data management practices. The ideal candidate will possess strong analytical skills, attention to detail, and a passion for problem-solving.
  In this opportunity as a Data Analyst, you will:
Assist in adherence to Data Management Policies and Procedures, contributing insights and updates for process improvements.
Analyze and monitor in-scope data questions, issues, and requests, ensuring timely and accurate resolutions.
Conduct preliminary Data Risk and Control Assessments to identify potential issues and suggest remediation steps.
Support efforts to align data handling practices with applicable laws, regulations, and internal guidelines.
Collaborate with stakeholders from Business, Customer Segments, and Data Analytics teams to ensure data consistency and alignment.
Provide support in team collaborations to create value through efficient data management processes.
Track and report on Key Performance Indicators (KPI) and Key Risk Indicators (KRI) to help measure and improve data governance effectiveness.
Escalate unresolved issues or roadblocks to appropriate team members for further action.
About You:
Bachelors degree in Data Analytics, In formation Systems, or a related field.
4 to 6 years of experience in data analysis, data governance, or related fields.
Basic knowledge of data governance frameworks, risk management, and compliance standards.
Proficiency in data analysis tools (e.g., Excel, SQL, Python) and familiarity with data visualization tools like Tableau or Power BI.
Strong analytical and problem-solving skills, with attention to detail.
Excellent communication and interpersonal skills, with the ability to work collaboratively in a team environment.
You can effectively handle and maintain confidential information
You have at a minimum basic proficiency in SQL with a thorough understanding of data and systems infrastructures
Knowledge/experience in Alteryx preferred Expert level Excel user
Proficient in BI tools such as Tableau.
Whats in it For You

Hybrid Work Model: We ve adopted a flexible hybrid working environment (2-3 days a week in the office depending on the role) for our office-based roles while delivering a seamless experience that is digitally and physically connected
Wellbeing: Comprehensive benefit plans; flexible and supportive benefits for work-life balance: flexible vacation, two company-wide Mental Health Days Off; work from another location for up to a total of 8 weeks in a year, 4 of those weeks can be out of the country and the remaining in the country, Headspace app subscription; retirement, savings, tuition reimbursement, and employee incentive programs; resources for mental, physical, and financial wellbeing.
Culture: Globally recognized and award-winning reputation for equality, diversity and inclusion, flexibility, work-life balance, and more.
Learning Development: LinkedIn Learning access; internal Talent Marketplace with opportunities to work on projects cross-company; Ten Thousand Coffees Thomson Reuters caf networking.
Social Impact: Ten employee-driven Business Resource Groups; two paid volunteer days annually; Environmental, Social and Governance (ESG) initiatives for local and global impact.
Purpose Driven Work: We have a superpower that we ve never talked about with as much pride as we should - we are one of the only companies on the planet that helps its customers pursue justice, truth and transparency. Together, with the professionals and institutions we serve, we help uphold the rule of law, turn the wheels of commerce, catch bad actors, report the facts, and provide trusted, unbiased information to people all over the world.",https://www.naukri.com/job-listings-data-analyst-reuters-news-agency-bengaluru-4-to-6-years-210125504946
Marine Data Analyst,Exxon Mobil Corporation,3-8 Yrs,Not disclosed,Bengaluru,"Supply chain, Data analysis, Supply chain management, Manager Quality Assurance, Networking, Data collection, Predictive modeling, Business strategy",4 Days Ago,"ExxonMobil is seeking an experienced Marine Data Analyst to join our global team, driving competitive advantage to our growing fleet.
To be successful in this role, you must quickly build understanding of our business needs, employee value proposition and be in a position to translate business strategy and objectives into high impact actions.
You will be a strategic, innovative, and a critical thinker who is outcome focused, able to challenge organization paradigms and demonstrated ability to lead transformational change
You come with high ambition, high energy, tremendous work-ethic, and a desire to be part of a winning team
If this sounds like you, we want you on the team!
The Marine Data Analyst will be responsible for collecting, analysing, and interpreting data related to our shipping operations and supply chain logistics. This role is crucial for optimizing our logistics, improving operational efficiency, and supporting sustainable practices.
What you will do
Data Collection and Analysis: Gather data from various sources, including shipping logs, GPS systems, and supply chain management systems.
Supply Chain Optimization: Analyze data to identify inefficiencies and opportunities for improvement within the supply chain.
Data Visualization: Create visual representations of data to identify trends and patterns.
Reporting: Prepare detailed reports and presentations on data findings, including actionable recommendations for supply chain enhancements.
Predictive Modeling: Develop and maintain models to forecast shipping routes, schedules, and supply chain demands.
Quality Assurance: Ensure data accuracy and integrity through rigorous quality control processes.
Collaboration: Work closely with logistics, operations, and supply chain teams to support data-driven decision-making.
Technical Support: Provide expertise and support for data-related projects and initiatives.
About You
Skills and Qualifications
Fluency in English both written and oral
Minimum 3 years of previous experience in the maritime, logistics, or supply chain industry is preferred.
Comfortable with ambiguity, resourceful and solution-oriented, able to think strategically to design and implement initiatives to create value
Experience working across regions and cross-cultural teams.
Solid comprehension, analytical, evaluation and interpretation skills
Hands on experience in proficiency in Python, R, or SQL, Tableau, PowerBI
Minimum 3 years of experience in data collection & analysis
Strong written and oral communication skills
Detail-Oriented: You have a keen eye for detail and ensure accuracy in your work.
Problem Solver: You enjoy tackling complex problems and finding innovative solutions.
Team Player: You work well in a collaborative environment and are willing to support your colleagues.
Adaptable: You can quickly adapt to new tools, technologies, and changing business needs.
Passionate: You have a genuine interest in the maritime and supply chain industries and are eager to contribute to their advancement.
Preferred Qualifications
Educational Background: Bachelors degree in Data Science, Supply Chain Management, Marine Science, Logistics, or a related field.
Technical Skills: Proficiency in data analysis software (e.g., Python, R, SQL) and data visualization tools (e.g., Tableau, Power BI).
Analytical Skills: Strong analytical and problem-solving abilities.
Communication Skills: Excellent written and verbal communication skills for presenting data findings.
Experience: Previous experience in the maritime, logistics, or supply chain industry is preferred
Your benefits
An ExxonMobil career is one designed to last. Our commitment to you runs deep our employees grow personally and professionally, with benefits built on our core categories of health, security, finance and life. We offer you:
Competitive compensation
Medical plans, maternity leave and benefits, life, accidental death and dismemberment benefits
Retirement benefits
Global networking & cross-functional opportunities
Annual vacations & holidays
Day care assistance program
Training and development program
Tuition assistance program
Workplace flexibility policy
Relocation program
Transportation facility",https://www.naukri.com/job-listings-marine-data-analyst-exxon-mobil-corporation-bengaluru-3-to-8-years-210125504783
Client Data Analyst,JPMorgan Chase Bank,3-5 Yrs,Not disclosed,Bengaluru,"Due diligence, Service level, Compliance, Analytical, Anti money laundering, Data Analyst, Customer service, Research",4 Days Ago,"As a Client Data Analyst within our KYC quality reviewer team, you will take a lead role in reviewing the records completed by the production team to ensure all client KYC records are compliant with regulatory standards. You will ensure high quality and timely completion of all client-level due diligence and assist in end-to-end operations review. This role will require you to perform research to ensure a client s KYC profile is appropriately updated and any discrepancies or issues with the profile escalated to the appropriate lines of business.
Job Responsibilities
Analyze confidential client data from both public and internal sources to ensure compliance with KYC requirements.
Understand and apply the firms KYC requirements, including various due diligence processes such as Customer Identification Program (CIP), Standard Due Diligence (SDD), Enhanced Due Diligence (EDD), Local Due Diligence (LDD), Specialized Due Diligence (SpDD), and Product Due Diligence (PDD).
Identify discrepancies in KYC records, suggest necessary amendments, and escalate any Anti-Money Laundering (AML) red flags to the compliance team.
Ensure that all record reviews are completed within specified deadlines and Service Level Agreements (SLAs).
Review of confidential client data via publically available and internal sources Maintain high standards of customer service while handling sensitive information, ensuring confidentiality for both internal and external clients.
Compare and contrast differences within KYC records , highlight amendments required to production team and also highlight escalate to compliance incase of AML Red flags
Handle and maintain confidential client documentation.
Demonstrate ability to comprehend the KYC risk factors and draft the overall risk summary for the client.
Required qualifications, capabilities and skills
Bachelor s Degree and/or Graduate Degree
Knowledge of KYC is essential with at least 5 years experience (Audit, Control, Risk, AML, and Research may also be areas of experience)
Strong research, analytical and comprehension skills, with ability to analyze large amounts of data
Client focused with strong customer service skills (e.g. oral and written communication skills)
Ability to multi-task and meet deadlines against a high volume work schedule
Possess strong computer skills Microsoft Office Suite including Excel, Word and PowerPoint
Ability to work both independently and as a team in a fast paced production environment
A strong sense of ownership and responsibility
Drives results through leadership, people, communication and influence",https://www.naukri.com/job-listings-client-data-analyst-jpmorgan-chase-bengaluru-3-to-5-years-210125503548
Client Data Analyst,JPMorgan Chase Bank,5-7 Yrs,Not disclosed,Bengaluru,"Due diligence, Service level, Compliance, Analytical, Anti money laundering, Data Analyst, Customer service, Research",4 Days Ago,"As a Client Data Analyst within our KYC quality reviewer team, you will take a lead role in reviewing the records completed by the production team to ensure all client KYC records are compliant with regulatory standards. You will ensure high quality and timely completion of all client-level due diligence and assist in end-to-end operations review. This role will require you to perform research to ensure a client s KYC profile is appropriately updated and any discrepancies or issues with the profile escalated to the appropriate lines of business.
Job Responsibilities
Analyze confidential client data from both public and internal sources to ensure compliance with KYC requirements.
Understand and apply the firms KYC requirements, including various due diligence processes such as Customer Identification Program (CIP), Standard Due Diligence (SDD), Enhanced Due Diligence (EDD), Local Due Diligence (LDD), Specialized Due Diligence (SpDD), and Product Due Diligence (PDD).
Identify discrepancies in KYC records, suggest necessary amendments, and escalate any Anti-Money Laundering (AML) red flags to the compliance team.
Ensure that all record reviews are completed within specified deadlines and Service Level Agreements (SLAs).
Review of confidential client data via publically available and internal sources Maintain high standards of customer service while handling sensitive information, ensuring confidentiality for both internal and external clients.
Compare and contrast differences within KYC records , highlight amendments required to production team and also highlight escalate to compliance incase of AML Red flags
Handle and maintain confidential client documentation.
Demonstrate ability to comprehend the KYC risk factors and draft the overall risk summary for the client.
Required qualifications, capabilities and skills
Bachelor s Degree and/or Graduate Degree
Knowledge of KYC is essential with at least 5 years experience (Audit, Control, Risk, AML, and Research may also be areas of experience)
Strong research, analytical and comprehension skills, with ability to analyze large amounts of data
Client focused with strong customer service skills (e.g. oral and written communication skills)
Ability to multi-task and meet deadlines against a high volume work schedule
Possess strong computer skills Microsoft Office Suite including Excel, Word and PowerPoint
Ability to work both independently and as a team in a fast paced production environment
A strong sense of ownership and responsibility
Drives results through leadership, people, communication and influence",https://www.naukri.com/job-listings-client-data-analyst-jpmorgan-chase-bengaluru-5-to-7-years-210125503543
Data Analyst,Accenture,6-10 Yrs,Not disclosed,Bengaluru,"python, sql, data visualization, etl, data integration, continuous integration, data analysis, talend",5 Days Ago,"About The Role : for

Data Analyst (Level 9)

Position Title: Data Analyst

Location: India

Employment Type: Full Time

Must have skills

Data Integration, ETL/ELT Pipelines, Data Visualization


Good to have skills

Cloud-Based Data Architectures, CI/CD Practices for Data Workflows, Python, SQL, Data Governance

Job

Summary

As a

Data Analyst, you will be responsible for designing, developing, and maintaining data pipelines to ensure the continuous and efficient flow of reliable data. You will collaborate closely with stakeholders to gather requirements, cleanse and transform data to meet governance standards, and deliver actionable insights through dashboards and visualizations. This role demands strong technical expertise in ETL/ELT processes, data integration, and analysis, coupled with effective communication skills for bridging technical and business domains.

Roles & Responsibilities

ETL/ELT Pipeline Development
Develop, maintain, and optimize robust ETL/ELT pipelines to facilitate seamless data flow from multiple sources.
Implement best practices around data cleansing, transformation, and loading while adhering to quality and governance standards.
Data Quality & Integration
Cleanse, validate, and integrate diverse data sets to ensure accuracy and consistency across systems.
Monitor data integrity, identifying anomalies and resolving issues in collaboration with relevant teams.
Stakeholder Collaboration
Engage with business users and technical stakeholders to clarify data requirements and translate them into analytical solutions.
Provide regular updates on project status, pipeline performance, and key insights to inform decision-making.
Visualization & Reporting
Design and create dashboards, reports, and data visualizations using tools like Tableau or Power BI.
Present findings in a clear, compelling way that drives data-driven decisions and action.
Performance Monitoring & Continuous Improvement
Continuously track pipeline performance and data accuracy, implementing enhancements as necessary.
Stay informed on emerging trends in data integration, cloud architectures, and CI/CD to recommend improvements to existing workflows.
Professional & Technical Skills

Data Integration & Scripting
Proficiency in SQL for data querying and manipulation, along with solid experience in Python for scripting and automation.
Familiarity with data integration tools (e.g., Informatica, Talend, or similar) and version control systems.
Data Visualization & Reporting
Expertise in creating insightful dashboards and reports using platforms like Tableau, Power BI, or equivalent.
Strong attention to design and usability, ensuring visuals effectively communicate analytical insights.
Analytical & Critical Thinking
Ability to dissect complex data sets and derive actionable insights that align with business objectives.
Meticulous about data quality, applying logical methods to identify and resolve inconsistencies.
Collaboration & Communication
Effective interpersonal skills for interacting with cross-functional stakeholders, translating technical processes into business-friendly language.
Experience in agile or iterative work environments, coordinating tasks and feedback loops efficiently.
Cloud & CI/CD Exposure
Familiarity with cloud-based data architectures (e.g., AWS, Azure, GCP) and containerization technologies is preferred.
Knowledge of continuous integration and delivery (CI/CD) practices for automating data workflows is a plus.

Qualifications

Experience

6+ years in data analysis or related roles


Educational Qualification
Bachelors in Data Science, Computer Science, or a related field",https://www.naukri.com/job-listings-data-analyst-accenture-solutions-pvt-ltd-bengaluru-6-to-10-years-200125914552
Data Analyst,Gainwell Technologies,6-11 Yrs,Not disclosed,Remote,"Data Transformation, Healthcare Domain, Data Migration, Data Analyst, SQL, Data Mapping, Transformation, Migration",6 Days Ago,"Gainwell Technologies LLC
Your role in our mission
  Create accurate mapping documents according to the mapping process.
works toward delivering a first draft solution to ETL/Reporting/Conversion of coding by rapidly understanding which details about the mapping can be deferred.
Supports the ETL/Reporting/Conversion developers based on the mapping created.",https://www.naukri.com/job-listings-data-analyst-gainwell-technologies-bengaluru-6-to-11-years-200125011350
